locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
13182,60783,Peonies,Painting,1783,1901,Pablo Picasso,"Picasso, Pablo","Spanish, 1881 - 1973",Spanish,Spanish,1,artist,artist,,,,,,,oil on hardboard mounted on plywood,Gift of Mrs. Gilbert W. Chapman,"overall: 57.8 × 39.3 cm (22 3/4 × 15 1/2 in.)
framed: 75.09 × 57.15 × 8.26 cm (29 9/16 × 22 1/2 × 3 1/4 in.)",East Building,EM-217-C,1,"East Bldg, Mezz Gal 217C (Pod 1)",W,https://api.nga.gov/iiif/2308ad47-a890-44b1-a1a9-e6c834d598bc,"https://api.nga.gov/iiif/2308ad47-a890-44b1-a1a9-e6c834d598bc/full/!200,200/0/default.jpg"
13964,197397,Untitled,Print,1214,1985,Gene Davis,"Davis, Gene","American, 1920 - 1985",American,American,1,artist,artist,,,,,,,color screenprint on Bainbridge wove paper,Corcoran Collection (Gift from Estate of Judge Arthur H. Fribourg),"image: 79.06 × 66.36 cm (31 1/8 × 26 1/8 in.)
sheet: 96.52 × 78.9 cm (38 × 31 1/16 in.)",East Building,EG-106-E,1,"East Bldg, Ground Gal 106E (Pod 1)",N,https://api.nga.gov/iiif/0f1d26ca-be76-484f-82ac-3ad7400aec7f,"https://api.nga.gov/iiif/0f1d26ca-be76-484f-82ac-3ad7400aec7f/full/!200,200/0/default.jpg"
8454,131415,Saying Grace,Painting,5998,c. 1650/1655,Frans van Mieris,"Mieris, Frans van","Dutch, 1635 - 1681",Dutch,Dutch,1,artist,painter,,,,,,,oil on panel,Corcoran Collection (William A. Clark Collection),"overall: 34.3 x 40 cm (13 1/2 x 15 3/4 in.)
framed: 57.31 × 63.02 × 6.99 cm (22 9/16 × 24 13/16 × 2 3/4 in.)",West Building,M-050-A,1,West Main Floor Gallery 50 A,W,https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2,"https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2/full/!200,200/0/default.jpg"
9461,205890,Condensation Wall,Sculpture,19096,"conceived 1963/1966, fabricated 2016",Hans Haacke,"Haacke, Hans","German, born 1936",German,German,1,artist,artist,,,,,,,Plexiglas and distilled water,Gift of the Collectors Committee,overall: 177.8 × 177.8 × 40.6 cm (70 × 70 × 16 in.),East Building,EU-416,1,Bridge,,https://api.nga.gov/iiif/1d151a9a-770e-45d5-9673-2c6a05558b8f,"https://api.nga.gov/iiif/1d151a9a-770e-45d5-9673-2c6a05558b8f/full/!200,200/0/default.jpg"
9461,56344,Walking Man II,Sculpture,2118,1960,Alberto Giacometti,"Giacometti, Alberto","Swiss, 1901 - 1966",Swiss,Swiss,1,artist,sculptor,,,,,,,bronze,Gift of Enid A. Haupt,overall: 188.5 × 27.9 × 110.7 cm (74 3/16 × 11 × 43 9/16 in.),East Building,EU-416,1,Bridge,,https://api.nga.gov/iiif/cdfe8f73-4e10-43aa-8042-7c80914269ef,"https://api.nga.gov/iiif/cdfe8f73-4e10-43aa-8042-7c80914269ef/full/!200,200/0/default.jpg"
6534,208542,"Hand of dancer, Java, Indonesia",Photograph,44358,1958,Dorothea Lange,"Lange, Dorothea","American, 1895 - 1965",American,American,1,artist,artist,,,,,,,gelatin silver print,Gift of Daniel Greenberg and Susan Steinhauser,"image: 34 × 26.5 cm (13 3/8 × 10 7/16 in.)
sheet: 35.2 × 27.9 cm (13 7/8 × 11 in.)",West Building,G-030,1,West Ground Floor Gallery 30,S,https://api.nga.gov/iiif/e89fe0cc-02c9-41ef-9fc1-cfc375db4aea,"https://api.nga.gov/iiif/e89fe0cc-02c9-41ef-9fc1-cfc375db4aea/full/!200,200/0/default.jpg"
9472,208671,"Bad trouble over the weekend, Steep Ravine, California",Photograph,44358,"1964, printed later",Dorothea Lange,"Lange, Dorothea","American, 1895 - 1965",American,American,1,artist,artist,,,,,,,gelatin silver print,Gift of Daniel Greenberg and Susan Steinhauser,"image: 24.3 × 15.2 cm (9 9/16 × 6 in.)
sheet: 25.1 × 20.4 cm (9 7/8 × 8 1/16 in.)",West Building,G-030,1,West Ground Floor Gallery 30,NORTH BAFFLE,https://api.nga.gov/iiif/b6a2f499-4822-447e-bbc5-4fc08d747690,"https://api.nga.gov/iiif/b6a2f499-4822-447e-bbc5-4fc08d747690/full/!200,200/0/default.jpg"
8505,214332,Moonlight,Painting,2792,1772,Claude-Joseph Vernet,"Vernet, Claude-Joseph","French, 1714 - 1789",French,French,1,artist,painter,,,,,,,oil on canvas,Chester Dale Fund and Patrons' Permanent Fund,overall: 114.94 × 163.2 cm (45 1/4 × 64 1/4 in.),West Building,M-055,1,West Main Floor Gallery 55,W,https://api.nga.gov/iiif/372938c9-5631-4591-a485-fafef0780bb7,"https://api.nga.gov/iiif/372938c9-5631-4591-a485-fafef0780bb7/full/!200,200/0/default.jpg"
8505,111194,The Shipwreck,Painting,2792,1772,Claude-Joseph Vernet,"Vernet, Claude-Joseph","French, 1714 - 1789",French,French,1,artist,painter,,,,,,,oil on canvas,Patrons' Permanent Fund and Chester Dale Fund,"overall: 113.5 x 162.9 cm (44 11/16 x 64 1/8 in.)
framed: 124.8 x 172.9 x 7.6 cm (49 1/8 x 68 1/16 x 3 in.)",West Building,M-055,1,West Main Floor Gallery 55,W,https://api.nga.gov/iiif/e5783ee7-1f28-4a83-95ad-e7907a34202e,"https://api.nga.gov/iiif/e5783ee7-1f28-4a83-95ad-e7907a34202e/full/!200,200/0/default.jpg"
8452,217102,Still Life with Flowers Surrounded by Insects and a Snail,Painting,49610,c. 1610,Clara Peeters,"Peeters, Clara","Flemish, c. 1594 - c. 1640",Flemish,Flemish,1,artist,painter,,,,,,,oil on copper,The Lee and Juliet Folger Fund,"overall: 16.6 × 13.5 cm (6 9/16 × 5 5/16 in.)
framed: 25.4 × 22.86 × 3.81 cm (10 × 9 × 1 1/2 in.)",West Building,M-050-A,1,West Main Floor Gallery 50 A,N,https://api.nga.gov/iiif/27f9e698-03e7-4502-87dc-dfe5f3cf7619,"https://api.nga.gov/iiif/27f9e698-03e7-4502-87dc-dfe5f3cf7619/full/!200,200/0/default.jpg"
8452,142346,Young Boy in Profile,Painting,1485,c. 1630,Judith Leyster,"Leyster, Judith","Dutch, 1609 - 1660",Dutch,Dutch,1,artist,painter,,,,,,,oil on panel,Gift of Mrs. Thomas M. Evans,"diameter: 19 cm (7 1/2 in.)
framed: 35.24 × 35.08 × 4.45 cm (13 7/8 × 13 13/16 × 1 3/4 in.)",West Building,M-050-A,1,West Main Floor Gallery 50 A,N,https://api.nga.gov/iiif/763061b5-6de0-4715-ac31-eb7c996ef173,"https://api.nga.gov/iiif/763061b5-6de0-4715-ac31-eb7c996ef173/full/!200,200/0/default.jpg"
14133,219519,Beast,Painting,50468,1968,Alejandro Aróstegui,"Aróstegui, Alejandro","Nicaraguan, born 1935",Nicaraguan,Other,1,artist,painter,,,,,,,oil and mixed media on canvas and board,Gift of Werth V. Zuver,"overall: 123.19 × 93.98 cm (48 1/2 × 37 in.)
framed: 122.56 × 94.62 × 4.45 cm (48 1/4 × 37 1/4 × 1 3/4 in.)",East Building,EU-407-A,1,"East Bldg, Upr Lvl Gal 407A (North Bridge)",S,https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd,"https://api.nga.gov/iiif/4c5d237d-b519-484d-a1a0-f422bd97befd/full/!200,200/0/default.jpg"
14133,55741,Study for a Running Dog,Painting,132,c. 1954,Francis Bacon,"Bacon, Francis","British, 1909 - 1992",British,British,1,artist,artist,,,,,,,oil on canvas,Given in memory of Charles Edward Rhetts by his wife and children,"overall: 152.7 x 116.7 cm (60 1/8 x 45 15/16 in.)
framed: 160 x 123.8 x 5 cm (63 x 48 3/4 x 1 15/16 in.)",East Building,EU-407-A,1,"East Bldg, Upr Lvl Gal 407A (North Bridge)",S,https://api.nga.gov/iiif/9b575b00-70d3-480c-979c-47f91e43da70,"https://api.nga.gov/iiif/9b575b00-70d3-480c-979c-47f91e43da70/full/!200,200/0/default.jpg"
13185,224010,The American People Series #18: The Flag is Bleeding,Painting,37893,1967,Faith Ringgold,"Ringgold, Faith","American, born 1930",American,American,1,artist,artist,,,,,,,oil on canvas,Gift of Glenstone Foundation and Patrons’ Permanent Fund,overall: 182.88 × 243.84 cm (72 × 96 in.),East Building,EU-407-D,1,"East Bldg, Upr Lvl Gal 407D (North Bridge)",E,https://api.nga.gov/iiif/cc4f0dc9-8c98-4df1-b4a3-b86369d4cff2,"https://api.nga.gov/iiif/cc4f0dc9-8c98-4df1-b4a3-b86369d4cff2/full/!200,200/0/default.jpg"
4208,224225,Adios Map,Painting,51039,2021,Jaune Quick-to-See Smith,"Smith, Jaune Quick-to-See","Citizen of the Confederated Salish and Kootenai Nation, born 1940",American,American,1,artist,artist,,,,,,,mixed media on canvas,Gift of Funds from Glenstone Foundation,overall: 127 × 203.2 cm (50 × 80 in.),East Building,EU-405,1,"East Bldg, West Terrace",S,https://api.nga.gov/iiif/3e092add-302a-437c-903f-943373e43e9c,"https://api.nga.gov/iiif/3e092add-302a-437c-903f-943373e43e9c/full/!200,200/0/default.jpg"
13225,224238,Sentinels (Large Yellow),Painting,52152,2006,G. Peter Jemison,"Jemison, G. Peter","Seneca Nation of Indians, Heron Clan, born 1945",American,American,1,artist,artist,,,,,,,"acrylic, oil and collage on canvas",Gift of Funds from Sharon Percy Rockefeller and Senator John Davison Rockefeller IV,overall: 91.44 × 101.6 cm (36 × 40 in.),East Building,EU-404-C,1,"East Bldg, Upr Lvl Gal 404C (West Bridge)",N,https://api.nga.gov/iiif/e9e40c72-bcb2-473d-ac47-3d6b77c1206a,"https://api.nga.gov/iiif/e9e40c72-bcb2-473d-ac47-3d6b77c1206a/full/!200,200/0/default.jpg"
14659,225617,Nautilus Cup,Decorative Art,8351,"c. 1650 (etching), c. 1670 (mount)",Dutch 17th Century,Dutch 17th Century,,Dutch,Dutch,1,artist,artist,,,,,,,"nautilus shell (nacreous layer with etched low relief), silver, and gilded silver",Patrons' Permanent Fund,height: 32 cm (12 5/8 in.),West Building,M-050,1,West Main Floor Gallery 50,CENTER,https://api.nga.gov/iiif/3fb930c7-dcc2-45bf-a3d0-05adcb071736,"https://api.nga.gov/iiif/3fb930c7-dcc2-45bf-a3d0-05adcb071736/full/!200,200/0/default.jpg"
6479,226571,Shock Brigadier,Photograph,20856,1930–1932,Margaret Bourke-White,"Bourke-White, Margaret","American, 1904 - 1971",American,American,1,artist,artist,,,,,,,photogravure,"Gift of Funds from Linda Hackett and Russell Munson, and Pepita Milmore Memorial Fund","image: 23.3 × 33 cm (9 3/16 × 13 in.)
sheet: 35.56 × 50.8 cm (14 × 20 in.)",West Building,G-022-A,1,West Ground Floor Gallery 22A,S,https://api.nga.gov/iiif/ad2ce316-f6e8-42a7-b470-e4d2bec07bed,"https://api.nga.gov/iiif/ad2ce316-f6e8-42a7-b470-e4d2bec07bed/full/!200,200/0/default.jpg"
6658,397,Madonna and Child,Painting,1342,c. 1310/1315,Giotto,Giotto,"Florentine, c. 1265 - 1337",Italian,Italian,1,artist,artist,,,,,,,tempera on poplar panel,Samuel H. Kress Collection,"painted surface: 85.4 × 61.8 cm (33 5/8 × 24 5/16 in.)
overall (including added strips): 87.7 × 63.2 × 1.3 cm (34 1/2 × 24 7/8 × 1/2 in.)
framed: 128.3 x 72.1 x 5.1 cm (50 1/2 x 28 3/8 x 2 in.)",West Building,G-041,1,West Ground Floor Gallery 41,S,https://api.nga.gov/iiif/60f57752-0e44-477c-94e7-18cbf3a7d80f,"https://api.nga.gov/iiif/60f57752-0e44-477c-94e7-18cbf3a7d80f/full/!200,200/0/default.jpg"
6658,41,Venus with a Mirror,Painting,1932,c. 1555,Titian,Titian,"Venetian, 1488/1490 - 1576",Italian,Italian,1,artist,painter,,,,,,,oil on canvas,Andrew W. Mellon Collection,"overall: 124.5 x 105.5 cm (49 x 41 9/16 in.)
framed: 157.48 x 139.07 x 10.8 cm (62 x 54 3/4 x 4 1/4 in.)",West Building,G-041,1,West Ground Floor Gallery 41,S,https://api.nga.gov/iiif/5174ca9a-42e7-4420-b5e5-ad063a9092f6,"https://api.nga.gov/iiif/5174ca9a-42e7-4420-b5e5-ad063a9092f6/full/!200,200/0/default.jpg"
8383,42390,The Holy Trinity,Sculpture,2094,c. 1300/1350,English 14th Century,English 14th Century,,English,English,1,artist,sculptor,,,,,,,"alabaster, with traces of polychromy",Samuel H. Kress Collection,"overall: 85.3 x 35.7 x 29.2 cm (33 9/16 x 14 1/16 x 11 1/2 in.)
accessory size: 22 x 41 x 32 cm (8 11/16 x 16 1/8 x 12 5/8 in.)",West Building,M-038,1,West Main Floor Gallery 38,N,https://api.nga.gov/iiif/1b46c66d-b5ac-40a1-b421-50c7a250ec71,"https://api.nga.gov/iiif/1b46c66d-b5ac-40a1-b421-50c7a250ec71/full/!200,200/0/default.jpg"
6646,46189,Summer,Painting,1929,c. 1546/1548,Jacopo Tintoretto,"Tintoretto, Jacopo","Venetian, 1518 or 1519 - 1594",Italian,Italian,1,artist,painter,,,,,,,oil on canvas,Samuel H. Kress Collection,"overall: 105.7 x 193 cm (41 5/8 x 76 in.)
framed: 139.07 × 224.16 × 11.43 cm (54 3/4 × 88 1/4 × 4 1/2 in.)",West Building,G-037,1,West Ground Floor Gallery 37,E,https://api.nga.gov/iiif/b0246c8e-7ee6-4b9f-a021-fa0cc4a2fd81,"https://api.nga.gov/iiif/b0246c8e-7ee6-4b9f-a021-fa0cc4a2fd81/full/!200,200/0/default.jpg"
6646,46142,The Conversion of Saint Paul,Painting,1929,c. 1544,Jacopo Tintoretto,"Tintoretto, Jacopo","Venetian, 1518 or 1519 - 1594",Italian,Italian,1,artist,painter,,,,,,,oil on canvas,Samuel H. Kress Collection,"overall: 152.7 × 236.3 cm (60 1/8 × 93 1/16 in.)
framed: 193 x 276.2 x 14.9 cm (76 x 108 3/4 x 5 7/8 in.)
gross weight: 106.595 kg (235 lb.)",West Building,G-037,1,West Ground Floor Gallery 37,E,https://api.nga.gov/iiif/50a2866d-de51-4824-a6b6-6c8643d94335,"https://api.nga.gov/iiif/50a2866d-de51-4824-a6b6-6c8643d94335/full/!200,200/0/default.jpg"
8358,46190,The Larder,Painting,1949,probably c. 1650/1660,Anton Maria Vassallo,"Vassallo, Anton Maria","Genoese, c. 1620 - 1664/1672",Italian,Italian,1,artist,painter,,,,,,,oil on canvas,Samuel H. Kress Collection,"overall: 229.2 x 163.2 cm (90 1/4 x 64 1/4 in.)
framed: 257.8 x 192.4 x 10.1 cm (101 1/2 x 75 3/4 x 4 in.)",West Building,M-034,1,West Main Floor Gallery 34,N,https://api.nga.gov/iiif/a8d4c0cb-e506-40ad-8b78-59b3121c4ca7,"https://api.nga.gov/iiif/a8d4c0cb-e506-40ad-8b78-59b3121c4ca7/full/!200,200/0/default.jpg"
8431,50883,An Architectural Fantasy,Painting,1395,c. 1670,Jan van der Heyden,"Heyden, Jan van der","Dutch, 1637 - 1712",Dutch,Dutch,1,artist,artist,,,,,,,oil on oak panel,Ailsa Mellon Bruce Fund,"overall: 49.7 x 70.7 cm (19 9/16 x 27 13/16 in.)
framed: 69.2 x 90.1 x 6.3 cm (27 1/4 x 35 1/2 x 2 1/2 in.)",West Building,M-047,1,West Main Floor Gallery 47,E,https://api.nga.gov/iiif/dc7a3202-71c4-4e1a-ad6e-db7772d2084a,"https://api.nga.gov/iiif/dc7a3202-71c4-4e1a-ad6e-db7772d2084a/full/!200,200/0/default.jpg"
8431,46132,Cathedral of Saint John at 's-Hertogenbosch,Painting,1853,1646,Pieter Jansz Saenredam,"Saenredam, Pieter Jansz","Dutch, 1597 - 1665",Dutch,Dutch,1,artist,artist,,,,,,,oil on panel,Samuel H. Kress Collection,"overall: 128.9 x 87 cm (50 3/4 x 34 1/4 in.)
framed: 168.3 x 127 cm (66 1/4 x 50 in.)",West Building,M-047,1,West Main Floor Gallery 47,E,https://api.nga.gov/iiif/67b3ed27-d652-4ba1-aad5-bc72e8d820d1,"https://api.nga.gov/iiif/67b3ed27-d652-4ba1-aad5-bc72e8d820d1/full/!200,200/0/default.jpg"
8431,46133,"Church of Santa Maria della Febbre, Rome",Painting,1853,1629,Pieter Jansz Saenredam,"Saenredam, Pieter Jansz","Dutch, 1597 - 1665",Dutch,Dutch,1,artist,artist,,,,,,,oil on panel,Samuel H. Kress Collection,"overall: 37.8 x 70.5 cm (14 7/8 x 27 3/4 in.)
framed: 51.4 x 84.4 x 5.7 cm (20 1/4 x 33 1/4 x 2 1/4 in.)",West Building,M-047,1,West Main Floor Gallery 47,E,https://api.nga.gov/iiif/a766bbb6-9479-4d14-bffe-a448bdc8b9f5,"https://api.nga.gov/iiif/a766bbb6-9479-4d14-bffe-a448bdc8b9f5/full/!200,200/0/default.jpg"
8547,75023,John Jay,Painting,1911,1794,Gilbert Stuart,"Stuart, Gilbert","American, 1755 - 1828",American,American,1,artist,artist,,,,,,,oil on canvas,Gift of the Jay Family,"overall: 131 x 102 cm (51 9/16 x 40 3/16 in.)
framed: 164.5 x 135.9 x 11.1 cm (64 3/4 x 53 1/2 x 4 3/8 in.)",West Building,M-062,1,West Main Floor Gallery 62,E,https://api.nga.gov/iiif/accd5dc0-1c13-4f97-af43-ea9f6bdfbb16,"https://api.nga.gov/iiif/accd5dc0-1c13-4f97-af43-ea9f6bdfbb16/full/!200,200/0/default.jpg"
8547,50684,Benjamin and Eleanor Ridgely Laming,Painting,1774,1788,Charles Willson Peale,"Peale, Charles Willson","American, 1741 - 1827",American,American,1,artist,painter,,,,,,,oil on canvas,Gift of Morris Schapiro,"overall: 106 x 152.5 cm (41 3/4 x 60 1/16 in.)
framed: 125.1 x 171.5 x 7 cm (49 1/4 x 67 1/2 x 2 3/4 in.)",West Building,M-062,1,West Main Floor Gallery 62,E,https://api.nga.gov/iiif/f936e872-785c-443d-83b7-dbbd9c995e93,"https://api.nga.gov/iiif/f936e872-785c-443d-83b7-dbbd9c995e93/full/!200,200/0/default.jpg"
13342,56339,The Chariot,Sculpture,2118,1950,Alberto Giacometti,"Giacometti, Alberto","Swiss, 1901 - 1966",Swiss,Swiss,1,artist,sculptor,,,,,,,bronze,Gift of Enid A. Haupt,overall: 164.1 x 68.6 x 67 cm (64 5/8 x 27 x 26 3/8 in.),East Building,EU-407-A,1,"East Bldg, Upr Lvl Gal 407A (North Bridge)",CENTER,https://api.nga.gov/iiif/cd490dbf-f619-41d4-9f0c-cad40622598b,"https://api.nga.gov/iiif/cd490dbf-f619-41d4-9f0c-cad40622598b/full/!200,200/0/default.jpg"
5613,462,Kneeling Angel,Sculpture,2002,1470/1480,Giovanni Antonio Amadeo,"Amadeo, Giovanni Antonio","Lombard, c. 1447 - 1522",Italian,Italian,1,artist,artist,,,,,,,marble,Samuel H. Kress Collection,overall: 46.5 x 42.9 x 9.5 cm (18 5/16 x 16 7/8 x 3 3/4 in.),West Building,G-017,1,West Ground Floor Gallery 17,N,https://api.nga.gov/iiif/fdf26cc9-7fc7-4e8d-8682-dd99b891615f,"https://api.nga.gov/iiif/fdf26cc9-7fc7-4e8d-8682-dd99b891615f/full/!200,200/0/default.jpg"
5613,463,Kneeling Angel,Sculpture,13,1470/1480,Anonymous Artist,Anonymous Artist,,Unknown,Other,1,artist,sculptor,,,,,,,marble,Samuel H. Kress Collection,overall: 49.5 x 45.1 x 12.1 cm (19 1/2 x 17 3/4 x 4 3/4 in.),West Building,G-017,1,West Ground Floor Gallery 17,N,https://api.nga.gov/iiif/0dd0cb78-dd2b-4e66-8961-573e55cca212,"https://api.nga.gov/iiif/0dd0cb78-dd2b-4e66-8961-573e55cca212/full/!200,200/0/default.jpg"
4500,60893,Head of a Bull,Sculpture,2203,1824,Gaetano Monti,"Monti, Gaetano","Milanese, c. 1750 - 1827",Italian,Italian,1,artist,artist,,,,,,,marble,C. Michael Paul Memorial Fund,"overall: 71 x 70.5 x 68.9 cm, 520 lb. (27 15/16 x 27 3/4 x 27 1/8 in., 235.87 kg)",West Building,G-009,1,West Ground Floor Gallery 9,W,https://api.nga.gov/iiif/2ea38b8c-cde6-477d-94ff-7d982aa526bf,"https://api.nga.gov/iiif/2ea38b8c-cde6-477d-94ff-7d982aa526bf/full/!200,200/0/default.jpg"
3935,69074,Untitled (interior with figure),Drawing,1839,1936/1937,Mark Rothko,"Rothko, Mark","American, born Russia (now Latvia), 1903 - 1970",American,American,1,artist,artist,,,,,,,watercolor on construction paper,"Gift of The Mark Rothko Foundation, Inc.",sheet: 23.81 × 15.56 cm (9 3/8 × 6 1/8 in.),East Building,EM-214-A,1,"East Bldg, Mezz Gal 214A (Pod 2)",S,https://api.nga.gov/iiif/1d6d3cfb-85e8-4575-9423-1fa1513ab3e2,"https://api.nga.gov/iiif/1d6d3cfb-85e8-4575-9423-1fa1513ab3e2/full/!200,200/0/default.jpg"
3935,69111,Untitled (seated figure in interior),Drawing,1839,c. 1938,Mark Rothko,"Rothko, Mark","American, born Russia (now Latvia), 1903 - 1970",American,American,1,artist,artist,,,,,,,watercolor on construction paper,"Gift of The Mark Rothko Foundation, Inc.",sheet: 26.04 × 30.8 cm (10 1/4 × 12 1/8 in.),East Building,EM-214-A,1,"East Bldg, Mezz Gal 214A (Pod 2)",S,https://api.nga.gov/iiif/c2263bda-ba2d-4a92-9c83-d9d259d1e5e2,"https://api.nga.gov/iiif/c2263bda-ba2d-4a92-9c83-d9d259d1e5e2/full/!200,200/0/default.jpg"
8446,129265,Still Life with Swan and Game before a Country Estate,Painting,27902,c. 1685,Jan Weenix,"Weenix, Jan","Dutch, 1642 - 1719",Dutch,Dutch,1,artist,painter,,,,,,,oil on canvas,Patrons' Permanent Fund,"overall: 142.9 x 172.4 cm (56 1/4 x 67 7/8 in.)
framed: 173.4 x 202.3 x 14.9 cm (68 1/4 x 79 5/8 x 5 7/8 in.)",West Building,M-050,1,West Main Floor Gallery 50,E,https://api.nga.gov/iiif/d14f6eaf-17d8-4910-81d7-7c9ec210ccf8,"https://api.nga.gov/iiif/d14f6eaf-17d8-4910-81d7-7c9ec210ccf8/full/!200,200/0/default.jpg"
8446,132271,Still Life with Peacock Pie,Painting,18426,1627,Pieter Claesz,"Claesz, Pieter","Dutch, 1596/1597 - 1660",Dutch,Dutch,1,artist,artist,,,,,,,oil on panel,"The Lee and Juliet Folger Fund

",overall: 77.5 × 128.9 cm (30 1/2 × 50 3/4 in.),West Building,M-050,1,West Main Floor Gallery 50,E,https://api.nga.gov/iiif/41773249-b42a-4402-8040-3b57a4f679fa,"https://api.nga.gov/iiif/41773249-b42a-4402-8040-3b57a4f679fa/full/!200,200/0/default.jpg"
6665,568,John Randolph,Painting,1911,1804/1805,Gilbert Stuart,"Stuart, Gilbert","American, 1755 - 1828",American,American,1,artist,painter,,,,,,,oil on canvas,Andrew W. Mellon Collection,"overall: 73.6 x 61 cm (29 x 24 in.)
framed: 89.5 x 76.8 x 7 cm (35 1/4 x 30 1/4 x 2 3/4 in.)",West Building,G-042-A,1,West Ground Floor Gallery 42A,W,https://api.nga.gov/iiif/b84437a4-537d-4830-af61-766dfccd5daa,"https://api.nga.gov/iiif/b84437a4-537d-4830-af61-766dfccd5daa/full/!200,200/0/default.jpg"
6665,1116,Ann Calvert Stuart Robinson (Mrs. William Robinson),Painting,1911,c. 1804,Gilbert Stuart,"Stuart, Gilbert","American, 1755 - 1828",American,American,1,artist,painter,,,,,,,oil on wood,Andrew W. Mellon Collection,"overall: 71.8 x 57.5 cm (28 1/4 x 22 5/8 in.)
framed: 94 x 80.7 cm (37 x 31 3/4 in.)",West Building,G-042-A,1,West Ground Floor Gallery 42A,W,https://api.nga.gov/iiif/cfa0016f-41bd-4e16-a94e-a7e349652ff0,"https://api.nga.gov/iiif/cfa0016f-41bd-4e16-a94e-a7e349652ff0/full/!200,200/0/default.jpg"
10386,574,Cherubs Playing with a Swan,Sculpture,2286,1672-1673,Jean-Baptiste Tuby I,"Tuby I, Jean-Baptiste","French, 1635 - 1700",French,French,1,artist,artist,,,,,,,lead with traces of gilding,Andrew W. Mellon Collection,overall: 119 x 150 cm (46 7/8 x 59 1/16 in.),West Building,M-104,1,West Garden Court,CENTER,https://api.nga.gov/iiif/f82b507d-c1cb-4074-b4cc-40bd714d8357,"https://api.nga.gov/iiif/f82b507d-c1cb-4074-b4cc-40bd714d8357/full/!200,200/0/default.jpg"
10344,575,Cherubs Playing with a Lyre,Sculpture,2149,1672-1673,Pierre Legros I,"Legros I, Pierre","French, 1629 - 1714",French,French,1,artist,artist,,,,,,,lead with traces of gilding,Andrew W. Mellon Collection,overall: 109 x 150 cm (42 15/16 x 59 1/16 in.),West Building,M-136,1,East Garden Court,CENTER,https://api.nga.gov/iiif/350eaa43-63aa-4a4f-9f28-11e3f76913b1,"https://api.nga.gov/iiif/350eaa43-63aa-4a4f-9f28-11e3f76913b1/full/!200,200/0/default.jpg"
13179,53137,Lady with a Fan,Painting,1783,1905,Pablo Picasso,"Picasso, Pablo","Spanish, 1881 - 1973",Spanish,Spanish,1,artist,artist,,,,,,,oil on canvas,Gift of the W. Averell Harriman Foundation in memory of Marie N. Harriman,"overall: 100.3 x 81 cm (39 1/2 x 31 7/8 in.)
framed: 123.8 x 105.1 x 7.6 cm (48 3/4 x 41 3/8 x 3 in.)",East Building,EM-217-C,1,"East Bldg, Mezz Gal 217C (Pod 1)",N,https://api.nga.gov/iiif/6a560165-2e94-46a1-9f5d-a13d1acc68b9,"https://api.nga.gov/iiif/6a560165-2e94-46a1-9f5d-a13d1acc68b9/full/!200,200/0/default.jpg"
