locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
6650,24,The Adoration of the Magi,Painting,989,c. 1478/1482,Sandro Botticelli,"Botticelli, Sandro","Florentine, 1446 - 1510",Italian,Italian,1,artist,painter,,,,,,,tempera and oil on poplar panel,Andrew W. Mellon Collection,"painted surface: 68 x 102 cm (26 3/4 x 40 3/16 in.)
overall size: 70 x 104.2 cm (27 9/16 x 41 in.)
framed: 98.4 x 132.1 x 8.3 cm (38 3/4 x 52 x 3 1/4 in.)",West Building,G-039,1,West Ground Floor Gallery 39,E,https://api.nga.gov/iiif/0fd27212-b70a-4a0b-9e7c-ed0d8bbe7ebf,"https://api.nga.gov/iiif/0fd27212-b70a-4a0b-9e7c-ed0d8bbe7ebf/full/!200,200/0/default.jpg"
9020,1527,Walnut Table with Herms and Sphinxes at the Ends,Decorative Art,8310,second half 16th century,Italian 16th Century,Italian 16th Century,,Italian,Italian,1,artist,artist,,,,,,,"walnut, oak, beech, and maple",Widener Collection,overall: 155 x 87.7 x 91.1 cm (61 x 34 1/2 x 35 7/8 in.),West Building,M-037,1,West Main Floor Gallery 37,CENTER,https://api.nga.gov/iiif/e3093374-c2eb-4709-96ff-35e402d98ae3,"https://api.nga.gov/iiif/e3093374-c2eb-4709-96ff-35e402d98ae3/full/!200,200/0/default.jpg"
9020,52406,The Penitent Magdalen,Sculpture,2148,"model 1664, cast probably before 1709",Nicolas Legendre,"Legendre, Nicolas","French, 1619 - 1671",French,French,1,artist,artist,,,,,,,bronze,Andrew W. Mellon Fund,overall: 18.5 x 19.9 x 49.5 cm (7 5/16 x 7 13/16 x 19 1/2 in.),West Building,M-037,1,West Main Floor Gallery 37,CENTER,https://api.nga.gov/iiif/280000dd-3df4-459c-8cac-e7989b40acd0,"https://api.nga.gov/iiif/280000dd-3df4-459c-8cac-e7989b40acd0/full/!200,200/0/default.jpg"
4770,98136,Portrait of a Woman,Sculpture,20173,second half 16th century,Medalist A.A.,Medalist A.A.,"Emilian, active second half 16th century",Italian,Italian,1,artist,medalist,,,,,,,lead,Gift of Lisa and Leonard Baskin,"overall (diameter): 8.1 cm (3 3/16 in.)
gross weight: 62.31 gr (0.062 kg)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/0f60a8ad-2080-4b52-8d41-1ad9b29b6adc,"https://api.nga.gov/iiif/0f60a8ad-2080-4b52-8d41-1ad9b29b6adc/full/!200,200/0/default.jpg"
4770,85204,"Faustina Sforza, born c. 1532, Marchioness of Caravaggio 1546",Sculpture,12859,after 1552,Vincenzo di Giovanni Lupicini,"Lupicini, Vincenzo di Giovanni","Florentine, active c. 1576 - 1610",Italian,Italian,1,artist,medalist,,,,,,,lead,Gift of Karl Lunde,"overall (diameter): 7 cm (2 3/4 in.)
gross weight: 42.69 gr (0.094 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/0f5678c2-178b-460a-a7be-a8bb661a39eb,"https://api.nga.gov/iiif/0f5678c2-178b-460a-a7be-a8bb661a39eb/full/!200,200/0/default.jpg"
4770,108140,Lucia Ruspagiari (?),Sculpture,2259,third quarter 16th century,Alfonso Ruspagiari,"Ruspagiari, Alfonso","Emilian, 1521 - 1576",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.79 cm (2 1/4 in.)
gross weight: 36.52 gr (0.081 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/e95eb61c-5aee-4385-89ae-d0b7af5ca384,"https://api.nga.gov/iiif/e95eb61c-5aee-4385-89ae-d0b7af5ca384/full/!200,200/0/default.jpg"
4770,110722,"Gabriele Fiamma, 1533-1585, Abbot-General of the Augustinian Congregation 1578 [obverse]",Sculpture,2035,1578,"Giovanni Battista Cambio, called Bombarda","Cambio, called Bombarda, Giovanni Battista","Emilian, active c. 1540 - 1575",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 8.11 cm (3 3/16 in.)
gross weight: 81.55 gr (0.18 lb.)
axis: 6:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/a96093eb-76b5-4d01-ae57-bb43f8445221,"https://api.nga.gov/iiif/a96093eb-76b5-4d01-ae57-bb43f8445221/full/!200,200/0/default.jpg"
4770,45129,Self-Portrait,Sculpture,2259,c. 1566,Alfonso Ruspagiari,"Ruspagiari, Alfonso","Emilian, 1521 - 1576",Italian,Italian,1,artist,artist,,,,,,,lead,Samuel H. Kress Collection,"overall (diameter): 7.94 cm (3 1/8 in.)
gross weight: 42.07 gr (0.093 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/d6c4de52-05d4-4111-b461-ca8f5d747b6f,"https://api.nga.gov/iiif/d6c4de52-05d4-4111-b461-ca8f5d747b6f/full/!200,200/0/default.jpg"
4770,45130,Portrait of a Woman,Sculpture,2259,late 16th century,Alfonso Ruspagiari,"Ruspagiari, Alfonso","Emilian, 1521 - 1576",Italian,Italian,1,artist,artist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (oval): 6.97 × 5.36 cm (2 3/4 × 2 1/8 in.)
gross weight: 31.74 gr (0.07 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/3d66b0df-0868-45b6-bc0d-e75093b8af32,"https://api.nga.gov/iiif/3d66b0df-0868-45b6-bc0d-e75093b8af32/full/!200,200/0/default.jpg"
4770,45131,Portrait of a Woman and an Onlooker,Sculpture,2259,late 16th century,Alfonso Ruspagiari,"Ruspagiari, Alfonso","Emilian, 1521 - 1576",Italian,Italian,1,artist,artist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 6.92 cm (2 3/4 in.)
gross weight: 30.34 gr (0.067 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/2ae1f9f3-ad5a-4228-af77-d832c663bf87,"https://api.nga.gov/iiif/2ae1f9f3-ad5a-4228-af77-d832c663bf87/full/!200,200/0/default.jpg"
4770,45137,Anna Maurella Oldofredi d'Iseo,Sculpture,2035,late 16th century,"Giovanni Battista Cambio, called Bombarda","Cambio, called Bombarda, Giovanni Battista","Emilian, active c. 1540 - 1575",Italian,Italian,1,artist,medalist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 6.05 cm (2 3/8 in.)
gross weight: 20.62 gr (0.045 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/200d40c4-aceb-49f0-bdab-c4c90b59aa32,"https://api.nga.gov/iiif/200d40c4-aceb-49f0-bdab-c4c90b59aa32/full/!200,200/0/default.jpg"
4770,45143,Portrait of a Woman,Sculpture,52497,late 16th century,Reggio Emilian 16th Century,Reggio Emilian 16th Century,"Italian, 1500 - 1599",Italian,Italian,1,artist,artist,,,,,,,lead,Samuel H. Kress Collection,"overall (diameter): 6.57 cm (2 9/16 in.)
gross weight: 52.37 gr (0.115 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/1e28cbbc-0e1d-4f14-8f80-da24d7b145cb,"https://api.nga.gov/iiif/1e28cbbc-0e1d-4f14-8f80-da24d7b145cb/full/!200,200/0/default.jpg"
4770,129600,Arabian Camel (or Dromedary),Sculpture,2006,c. 1570s/1580s,Antonio Abondio,"Abondio, Antonio","Italian, 1538 - 1591",Italian,Italian,1,artist,sculptor,Attributed to,,,,,,lead,Gift of Lisa Unger Baskin in honor of Douglas Lewis,overall (oval): 9.6 x 7.9 cm (3 3/4 x 3 1/8 in.) gross weight: 73 gr,West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/28669e27-6b74-4518-adc9-ca074d616a1c,"https://api.nga.gov/iiif/28669e27-6b74-4518-adc9-ca074d616a1c/full/!200,200/0/default.jpg"
4770,156252,A Naval Encounter between Dutch and Spanish Warships,Painting,15072,c. 1618/1620,Cornelis Verbeeck,"Verbeeck, Cornelis","Dutch, 1590/1591 - 1637",Dutch,Dutch,1,artist,painter,,,,,,,oil on panel,Gift of Dorothea V. Hammond,"overall (sight size): 47.63 x 141.61 cm (18 3/4 x 55 3/4 in.)
framed: 66.68 x 159.39 cm (26 1/4 x 62 3/4 in.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/c03e90c9-de57-4cc4-8b4c-fa77545c9564,"https://api.nga.gov/iiif/c03e90c9-de57-4cc4-8b4c-fa77545c9564/full/!200,200/0/default.jpg"
4770,45100,Ippolita di Ferdinando Gonzaga,Sculpture,2153,c. 1551,Leone Leoni,"Leoni, Leone","Milanese, c. 1509 - 1590",Italian,Italian,1,artist,artist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 6.97 cm (2 3/4 in.)
gross weight: 35.34 gr (0.078 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/4d6bc25e-ff9e-4929-9561-0b410ecedb18,"https://api.nga.gov/iiif/4d6bc25e-ff9e-4929-9561-0b410ecedb18/full/!200,200/0/default.jpg"
4770,45127,Camilla Ruggeri,Sculpture,2259,late 16th century,Alfonso Ruspagiari,"Ruspagiari, Alfonso","Emilian, 1521 - 1576",Italian,Italian,1,artist,artist,,,,,,,lead,Samuel H. Kress Collection,"overall (diameter): 6.84 cm (2 11/16 in.)
gross weight: 30.67 gr (0.068 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/85af174c-b698-4393-812c-4555f79e7697,"https://api.nga.gov/iiif/85af174c-b698-4393-812c-4555f79e7697/full/!200,200/0/default.jpg"
4770,110723,Inscribed Record of Fiamma's Life and Works [reverse],Sculpture,2035,1578,"Giovanni Battista Cambio, called Bombarda","Cambio, called Bombarda, Giovanni Battista","Emilian, active c. 1540 - 1575",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 8.11 cm (3 3/16 in.)
gross weight: 81.55 gr (0.18 lb.)
axis: 6:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/f64179b6-1746-4265-a2f8-2a222ec4bba0,"https://api.nga.gov/iiif/f64179b6-1746-4265-a2f8-2a222ec4bba0/full/!200,200/0/default.jpg"
4770,45133,Gabriele Lippi of Reggio Emilia,Sculpture,2273,late 16th century,Gian Antonio Signoretti,"Signoretti, Gian Antonio","Emilian, active c. 1540  - 1602",Italian,Italian,1,artist,artist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 7.23 cm (2 7/8 in.)
gross weight: 33.01 gr (0.073 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/91910f63-53de-46e6-be63-939a8aa72dfa,"https://api.nga.gov/iiif/91910f63-53de-46e6-be63-939a8aa72dfa/full/!200,200/0/default.jpg"
4770,45134,Giulia Pratonieri of Reggio Emilia as Diana,Sculpture,2273,late 16th century,Gian Antonio Signoretti,"Signoretti, Gian Antonio","Emilian, active c. 1540  - 1602",Italian,Italian,1,artist,artist,,,,,,,lead,Samuel H. Kress Collection,"overall (diameter): 6.69 cm (2 5/8 in.)
gross weight: 40.9 gr (0.09 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/116618a7-0100-4746-8268-42664fc718a3,"https://api.nga.gov/iiif/116618a7-0100-4746-8268-42664fc718a3/full/!200,200/0/default.jpg"
4770,45136,"Isabella Mariani Carcass, Wife of Gianfrancesco Carcass",Sculpture,2035,late 16th century,"Giovanni Battista Cambio, called Bombarda","Cambio, called Bombarda, Giovanni Battista","Emilian, active c. 1540 - 1575",Italian,Italian,1,artist,medalist,,,,,,,lead//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 7.15 cm (2 13/16 in.)
gross weight: 40.52 gr (0.089 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/6c679330-4555-4097-b29a-72adcfe939c4,"https://api.nga.gov/iiif/6c679330-4555-4097-b29a-72adcfe939c4/full/!200,200/0/default.jpg"
4770,45152,Caterina Riva,Sculpture,2006,c. 1561/1565,Antonio Abondio,"Abondio, Antonio","Italian, 1538 - 1591",Italian,Italian,1,artist,artist,,,,,,,lead,Samuel H. Kress Collection,overall (diameter): 7 cm (2 3/4 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,W,https://api.nga.gov/iiif/180922cf-88c3-4abd-9132-e71bdf41715e,"https://api.nga.gov/iiif/180922cf-88c3-4abd-9132-e71bdf41715e/full/!200,200/0/default.jpg"
9332,1541,Large Walnut Table with Uberti Arms,Decorative Art,8310,c. 1500,Italian 16th Century,Italian 16th Century,,Italian,Italian,1,artist,artist,,,,,,,"walnut, pine, and maple inlay",Widener Collection,overall: 405.1 x 98 x 79.6 cm (159 1/2 x 38 9/16 x 31 5/16 in.),West Building,G-019,1,West Ground Floor Gallery 19,CENTER,https://api.nga.gov/iiif/efc8b47c-36c2-405f-bfee-d893c0741a2a,"https://api.nga.gov/iiif/efc8b47c-36c2-405f-bfee-d893c0741a2a/full/!200,200/0/default.jpg"
9332,43790,Altar-Candlestick with Shield of Arms of the Garzoni of Venice,Sculpture,8312,third quarter 16th century,Venetian 16th Century,Venetian 16th Century,,Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown bronze,Samuel H. Kress Collection,overall: 57.2 x 24.1 x 20.5 cm (22 1/2 x 9 1/2 x 8 1/16 in.),West Building,G-019,1,West Ground Floor Gallery 19,CENTER,https://api.nga.gov/iiif/9c2eb71e-ecdd-4f8e-b984-9a9c9f2ff468,"https://api.nga.gov/iiif/9c2eb71e-ecdd-4f8e-b984-9a9c9f2ff468/full/!200,200/0/default.jpg"
9332,1278,Incense Burner,Sculpture,8318,c. 1560/1580,Paduan 16th Century,Paduan 16th Century,,Italian,Italian,1,artist,sculptor,Possibly,or,,,,,bronze,Widener Collection,"overall: 51.4 x 26 cm (20 1/4 x 10 1/4 in.)
overall (diameter of base): 18.7 cm (7 3/8 in.)",West Building,G-019,1,West Ground Floor Gallery 19,CENTER,https://api.nga.gov/iiif/734d828c-5131-4228-8e14-982b34bd6882,"https://api.nga.gov/iiif/734d828c-5131-4228-8e14-982b34bd6882/full/!200,200/0/default.jpg"
9332,43791,Altar-Candlestick with Shield of Arms of the Garzoni of Venice,Sculpture,8312,third quarter 16th century,Venetian 16th Century,Venetian 16th Century,,Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown bronze,Samuel H. Kress Collection,overall: 57.2 x 24.1 x 20.5 cm (22 1/2 x 9 1/2 x 8 1/16 in.),West Building,G-019,1,West Ground Floor Gallery 19,CENTER,https://api.nga.gov/iiif/5d9b35dd-9c95-4a01-8a77-f05b522dcb89,"https://api.nga.gov/iiif/5d9b35dd-9c95-4a01-8a77-f05b522dcb89/full/!200,200/0/default.jpg"
4769,45302,Louis XIII as Dauphin between Henri IV as Mars and Marie as Pallas Athena [reverse],Sculpture,2091,1603,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,gilded bronze//With loop,Samuel H. Kress Collection,"overall (height with suspension loop): 7.55 cm (3 in.)
overall (diameter without loop): 6.79 cm (2 11/16 in.)
gross weight: 71.25 gr (0.157 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/28bb87cb-b063-4f0b-8af1-bc3e8cea7c46,"https://api.nga.gov/iiif/28bb87cb-b063-4f0b-8af1-bc3e8cea7c46/full/!200,200/0/default.jpg"
4769,45303,"Jean-Louis de Nogaret de la Valette, 1554-1642, Duke of Epernon, Colonel General of Infantry [obverse]",Sculpture,2091,1607,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 5.6 cm (2 3/16 in.)
gross weight: 47 gr (0.104 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/42637b85-b400-45f2-975f-97aa3fb16435,"https://api.nga.gov/iiif/42637b85-b400-45f2-975f-97aa3fb16435/full/!200,200/0/default.jpg"
4769,45310,"Francesco IV Gonzaga, 1586-1612, 5th Duke of Mantua 1612",Sculpture,5535,1612,Balthasar Keller,"Keller, Balthasar","Swiss, 1638 - 1702",Swiss,Swiss,1,artist,sculptor,,,,,,,bronze//Cast hollow,Samuel H. Kress Collection,"overall (diameter): 16.2 cm (6 3/8 in.)
gross weight: 318.48 gr (0.702 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/15c1c07f-f163-42de-a931-f6f2f5a581ec,"https://api.nga.gov/iiif/15c1c07f-f163-42de-a931-f6f2f5a581ec/full/!200,200/0/default.jpg"
4769,45328,Landscape with Caterpillars and Butterflies [reverse],Sculpture,2090,1624,Abraham Dupré,"Dupré, Abraham","French, 1604 - 1647",French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 7.18 cm (2 13/16 in.)
gross weight: 78.11 gr (0.172 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/d48c0d3c-0fb5-4d0f-905c-dee21eceabf5,"https://api.nga.gov/iiif/d48c0d3c-0fb5-4d0f-905c-dee21eceabf5/full/!200,200/0/default.jpg"
4769,85205,"Leopold Joseph I, 1679-1729, Duke of Lorraine 1697 [obverse]",Sculpture,12869,1727,Ferdinand de Saint-Urbain,"Saint-Urbain, Ferdinand de","French, 1658 - 1738",French,French,1,artist,medalist,,,,,,,bronze,Gift of Karl Lunde,"overall (diameter): 6.36 cm (2 1/2 in.)
gross weight: 7.62 gr (0.017 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/eeefa208-04b0-43d5-9cdc-f67290283191,"https://api.nga.gov/iiif/eeefa208-04b0-43d5-9cdc-f67290283191/full/!200,200/0/default.jpg"
4769,93374,"Louis XVI, 1754-1793, King of France 1774",Sculpture,17247,1783,Benjamin Duvivier,"Duvivier, Benjamin","French, 1730 - 1819",French,French,1,artist,medalist,,,,,,,silver,Gift of Mark Wilchusky in honor of Douglas Lewis and Sir John Pope-Hennessy,"overall (diameter): 7.3 cm (2 7/8 in.)
gross weight: 75 gr (0.165 lb.)",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/3e859517-b5b2-4922-b90b-217b2076493d,"https://api.nga.gov/iiif/3e859517-b5b2-4922-b90b-217b2076493d/full/!200,200/0/default.jpg"
4769,45344,"Jean de Saulx, 1555-1629, Viscount of Tavanes and Lugny, and Marquess of Mirabet [obverse]",Sculpture,2830,1614,French 17th Century,French 17th Century,,French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 7.56 cm (3 in.)
gross weight: 95.55 gr (0.211 lb.)
axis: 7:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/ccd2d7b2-6119-4326-aa04-cb61e28f11a3,"https://api.nga.gov/iiif/ccd2d7b2-6119-4326-aa04-cb61e28f11a3/full/!200,200/0/default.jpg"
4769,45345,Rampant Lion on a Chain [reverse],Sculpture,2830,1614,French 17th Century,French 17th Century,,French,French,1,artist,artist,,,,,,,bronze,Samuel H. Kress Collection,"overall (diameter): 7.56 cm (3 in.)
gross weight: 95.55 gr (0.211 lb.)
axis: 7:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/45f2535f-c5f4-4cad-a6be-1d59e072265c,"https://api.nga.gov/iiif/45f2535f-c5f4-4cad-a6be-1d59e072265c/full/!200,200/0/default.jpg"
4769,103317,"Allegory of Public Health, Safety, and Welfare [reverse]",Sculpture,21707,c. 1713,Jean Mauger,"Mauger, Jean","French, c. 1648 - 1722",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.1 cm (1 5/8 in.)
gross weight: 33.54 gr (0.074 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/ab5783bf-db6e-49af-aa52-a1b73d85fdf1,"https://api.nga.gov/iiif/ab5783bf-db6e-49af-aa52-a1b73d85fdf1/full/!200,200/0/default.jpg"
4769,103320,"Philippe II, 1674-1723, Duc d'Orléans 1701, Regent of France 1715 [obverse]",Sculpture,21708,1715,Jean Le Blanc,"Le Blanc, Jean","French, 1665/1667 - 1749",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.15 cm (1 5/8 in.)
gross weight: 31.97 gr (0.07 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/857c3abe-6098-4442-b8d0-bc654bd76a8e,"https://api.nga.gov/iiif/857c3abe-6098-4442-b8d0-bc654bd76a8e/full/!200,200/0/default.jpg"
4769,103321,Atlas Supporting the Heavens [reverse],Sculpture,21708,1715,Jean Le Blanc,"Le Blanc, Jean","French, 1665/1667 - 1749",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.15 cm (1 5/8 in.)
gross weight: 31.97 gr (0.07 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/72e77280-92fc-4aaa-b601-765a6459414b,"https://api.nga.gov/iiif/72e77280-92fc-4aaa-b601-765a6459414b/full/!200,200/0/default.jpg"
4769,103322,"Princess Maria Clementina Sobieska, 1702-1735, Wife of James Stuart, Pretender to the British Throne [obverse]",Sculpture,20733,1719,Ottone Hamerani,"Hamerani, Ottone","Roman, 1694 - 1761",Italian,Italian,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.85 cm (1 15/16 in.)
gross weight: 52.14 gr (0.115 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/b2f6ceea-bcd7-4dfb-b44a-addbc3518c6b,"https://api.nga.gov/iiif/b2f6ceea-bcd7-4dfb-b44a-addbc3518c6b/full/!200,200/0/default.jpg"
4769,67042,"Marie de' Medici, 1573-1642, Queen Regent of France 1610-1617 [obverse]",Sculpture,2091,1615,Guillaume Dupré,"Dupré, Guillaume","French, c. 1574 - 1642",French,French,1,artist,artist,,,,,,,gilded bronze,"Gift of The Brown Foundation, Inc., Houston","overall (diameter): 6.2 cm (2 7/16 in.)
gross weight: 76.7 gr (0.169 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/1054918e-a4cd-4551-bbd6-c2127e2d8c51,"https://api.nga.gov/iiif/1054918e-a4cd-4551-bbd6-c2127e2d8c51/full/!200,200/0/default.jpg"
4769,103323,Princess Maria Clementina Sobieska in a Chariot [reverse],Sculpture,20733,1719,Ottone Hamerani,"Hamerani, Ottone","Roman, 1694 - 1761",Italian,Italian,1,artist,medalist,,,,,,,silver,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.85 cm (1 15/16 in.)
gross weight: 52.14 gr (0.115 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/6159f37f-7506-48e8-9b41-5ce9acc02555,"https://api.nga.gov/iiif/6159f37f-7506-48e8-9b41-5ce9acc02555/full/!200,200/0/default.jpg"
4769,103339,"Charles de Secondat, Baron of La Brède and Montesquieu, 1689-1755, Philosophical Historian [obverse]",Sculpture,21711,1753,Jacques Antoine Dassier,"Dassier, Jacques Antoine","Swiss, 1715 - 1759",Swiss,Swiss,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.8 cm (2 5/16 in.)
gross weight: 83.1 gr (0.183 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/58781981-addf-4847-a05b-f5688b86e9f6,"https://api.nga.gov/iiif/58781981-addf-4847-a05b-f5688b86e9f6/full/!200,200/0/default.jpg"
4769,103345,"Prince Henry Stuart, 1725-1807, Cardinal of York 1747 [obverse]",Sculpture,21714,1788,Filippo Cropanese,"Cropanese, Filippo","Roman, active 1756 - 1773",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.3 cm (2 1/16 in.)
gross weight: 67.56 gr (0.149 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/f0f99734-3e6c-49e1-8435-1e08f690e71c,"https://api.nga.gov/iiif/f0f99734-3e6c-49e1-8435-1e08f690e71c/full/!200,200/0/default.jpg"
4769,103346,Allegory of Religion [reverse],Sculpture,21714,1788,Filippo Cropanese,"Cropanese, Filippo","Roman, active 1756 - 1773",Italian,Italian,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 5.3 cm (2 1/16 in.)
gross weight: 67.56 gr (0.149 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/6adf24d9-dba4-4b69-9c24-16adcbd11615,"https://api.nga.gov/iiif/6adf24d9-dba4-4b69-9c24-16adcbd11615/full/!200,200/0/default.jpg"
4769,103348,Queen Marie-Antoinette Led to the Guillotine [reverse],Sculpture,21715,1793,Conrad Heinrich Küchler,"Küchler, Conrad Heinrich","German, active 1763 - 1821",German,German,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (diameter): 4.8 cm (1 7/8 in.)
gross weight: 44.18 gr (0.097 lb.)
axis: 12:00",West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/2df5cbcb-6e09-48cd-a67d-846f5995a167,"https://api.nga.gov/iiif/2df5cbcb-6e09-48cd-a67d-846f5995a167/full/!200,200/0/default.jpg"
4769,95759,Allegory of Wrath,Sculpture,4110,c. 1535,Peter Flötner,"Flötner, Peter","German, c. 1485 - 1546",German,German,1,artist,artist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall: 4.3 x 6.8 cm (1 11/16 x 2 11/16 in.),West Building,G-013-A,1,West Ground Floor Gallery 13A,S,https://api.nga.gov/iiif/290d4f17-0b85-4e1a-b38e-663dd0f51c54,"https://api.nga.gov/iiif/290d4f17-0b85-4e1a-b38e-663dd0f51c54/full/!200,200/0/default.jpg"
